,0,1,2,3,4,5,6,7,8,9
Arbol,0.4,0.5,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444
SVM,0.5,0.3,0.0,0.5555555555555556,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333
KNN,0.7,0.5,0.5555555555555556,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.4444444444444444
LR,0.7,0.7,0.7777777777777778,0.8888888888888888,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.3333333333333333
MLP,0.6,0.4,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
RF,0.4,0.3,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.4444444444444444
ET,0.7,0.6,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.4444444444444444
