,0,1,2,3,4,5,6,7,8,9
Arbol,0.4,0.4,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.3333333333333333
SVM,0.6,0.6,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333
KNN,0.6,0.6,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2222222222222222
LR,0.6,0.4,0.4444444444444444,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.4444444444444444
MLP,0.5,0.6,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.4444444444444444
RF,0.3,0.4,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.2222222222222222
ET,0.7,0.6,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.4444444444444444
